timestamp_monotonic_ms,timestamp_device_ms,source,rssi,rtt_ms,mac_address,ssid,csi_amp,csi_phase
4533642.942179,1769347936622.9792,linux_poll,-100.0,11.4,router,,[],[]
4533688.885749,1769347936668.922,linux_poll,-100.0,11.3,router,,[],[]
4533740.934235999,1769347936720.9705,linux_poll,-100.0,11.5,router,,[],[]
4533792.469173,1769347936772.5037,linux_poll,-100.0,11.4,router,,[],[]
4533839.956636,1769347936819.9927,linux_poll,-100.0,11.5,router,,[],[]
4533889.877386999,1769347936869.9133,linux_poll,-100.0,11.2,router,,[],[]
4533940.895591,1769347936920.9321,linux_poll,-100.0,11.1,router,,[],[]
4533991.684595999,1769347936971.7192,linux_poll,-100.0,11.3,router,,[],[]
4534045.327481,1769347937025.366,linux_poll,-100.0,11.4,router,,[],[]
4534080.402888,1769347937060.4397,linux_poll,-100.0,11.4,router,,[],[]
4534144.474554,1769347937124.5083,linux_poll,-100.0,11.2,router,,[],[]
4534192.837989,1769347937172.8723,linux_poll,-100.0,11.1,router,,[],[]
4534240.6294599995,1769347937220.6655,linux_poll,-100.0,11.4,router,,[],[]
4534292.889826,1769347937272.9253,linux_poll,-100.0,11.2,router,,[],[]
4534344.966391,1769347937325.002,linux_poll,-100.0,11.3,router,,[],[]
4534392.644165999,1769347937372.6797,linux_poll,-100.0,11.4,router,,[],[]
4534443.964392001,1769347937424.0,linux_poll,-100.0,11.4,router,,[],[]
4534494.606539001,1769347937474.6423,linux_poll,-100.0,11.1,router,,[],[]
4534540.669219,1769347937520.7058,linux_poll,-100.0,11.3,router,,[],[]
4534595.569426,1769347937575.605,linux_poll,-100.0,11.3,router,,[],[]
4534642.488247,1769347937622.524,linux_poll,-100.0,11.1,router,,[],[]
4534690.883318,1769347937670.9182,linux_poll,-100.0,11.1,router,,[],[]
4534743.664218,1769347937723.7002,linux_poll,-100.0,11.3,router,,[],[]
4534792.366335,1769347937772.4014,linux_poll,-100.0,11.5,router,,[],[]
4534844.297842,1769347937824.335,linux_poll,-100.0,12.1,router,,[],[]
4534895.02661,1769347937875.0623,linux_poll,-100.0,11.3,router,,[],[]
4534944.516726,1769347937924.5527,linux_poll,-100.0,11.3,router,,[],[]
4534991.988814,1769347937972.0242,linux_poll,-100.0,11.8,router,,[],[]
4535042.879413,1769347938022.9146,linux_poll,-100.0,11.3,router,,[],[]
4535093.851748,1769347938073.8865,linux_poll,-100.0,11.4,router,,[],[]
4535142.709829,1769347938122.743,linux_poll,-100.0,11.6,router,,[],[]
4535192.785186,1769347938172.8237,linux_poll,-100.0,11.4,router,,[],[]
