frame_index,timestamp_monotonic_ms,timestamp_wall_ms
436,4531967.299349001,1769347934947.3438
437,4532035.492141,1769347935015.5383
438,4532067.416912001,1769347935047.463
439,4532103.5184740005,1769347935083.5647
440,4532135.581929,1769347935115.6272
441,4532167.414188,1769347935147.4592
442,4532235.420386001,1769347935215.4656
443,4532267.327746,1769347935247.3728
444,4532303.491835,1769347935283.5364
445,4532335.548901999,1769347935315.594
446,4532367.423533,1769347935347.47
447,4532435.506875999,1769347935415.552
448,4532467.343596,1769347935447.3906
449,4532503.46317,1769347935483.5073
450,4532535.560618999,1769347935515.606
451,4532567.450835001,1769347935547.4966
452,4532635.416230001,1769347935615.4634
453,4532667.3770779995,1769347935647.4233
454,4532703.557163,1769347935683.6013
455,4532735.586647,1769347935715.6323
456,4532767.407048,1769347935747.4524
457,4532835.387812,1769347935815.4329
458,4532867.418695999,1769347935847.4646
459,4532903.380342,1769347935883.4255
460,4532935.537942001,1769347935915.584
461,4532967.441439999,1769347935947.4866
462,4533035.518227,1769347936015.5637
463,4533067.402744,1769347936047.4492
464,4533103.470518,1769347936083.5159
465,4533135.449099,1769347936115.4946
466,4533167.355362,1769347936147.3994
467,4533235.561245,1769347936215.607
468,4533267.438134001,1769347936247.484
469,4533303.449368,1769347936283.4934
470,4533335.428018999,1769347936315.4734
471,4533367.387908,1769347936347.4324
472,4533435.418516,1769347936415.4675
473,4533467.36824,1769347936447.4138
474,4533503.405239,1769347936483.4524
475,4533535.467772,1769347936515.514
476,4533567.3159219995,1769347936547.3599
477,4533635.523416,1769347936615.568
478,4533667.381348,1769347936647.4268
479,4533703.495108,1769347936683.541
480,4533735.55308,1769347936715.5984
481,4533803.561755001,1769347936783.6062
482,4533835.507391,1769347936815.5527
483,4533867.282299,1769347936847.3274
484,4533903.512367,1769347936883.557
485,4533967.325769,1769347936947.3708
486,4534003.553668,1769347936983.5981
487,4534035.327701,1769347937015.3718
488,4534067.245114,1769347937047.2903
489,4534103.687961,1769347937083.734
490,4534167.387532,1769347937147.4333
491,4534203.672179,1769347937183.7195
492,4534235.415500999,1769347937215.4602
493,4534267.307316001,1769347937247.3528
494,4534303.791205,1769347937283.837
495,4534367.412722,1769347937347.4585
496,4534403.852862,1769347937383.8975
497,4534435.602419999,1769347937415.6477
498,4534467.482139,1769347937447.5273
499,4534503.732708,1769347937483.7778
500,4534567.267141,1769347937547.3118
501,4534603.527311999,1769347937583.5723
502,4534636.060955,1769347937616.1047
503,4534667.461394001,1769347937647.507
504,4534735.461785,1769347937715.5068
505,4534767.238652,1769347937747.2834
506,4534803.534052,1769347937783.579
507,4534835.5192,1769347937815.565
508,4534867.194026,1769347937847.239
509,4534935.39282,1769347937915.438
510,4534967.186,1769347937947.2307
511,4535003.500038001,1769347937983.5461
512,4535035.445673999,1769347938015.49
513,4535067.349135,1769347938047.3945
514,4535135.566589,1769347938115.6116
515,4535167.331156,1769347938147.3765
516,4535203.460213,1769347938183.505
517,4535235.372914,1769347938215.418
518,4535303.656529,1769347938283.7026
519,4535335.5315930005,1769347938315.5771
520,4535367.320528001,1769347938347.3657
521,4535403.777806,1769347938383.8242
522,4535467.363657,1769347938447.4094
523,4535503.974755,1769347938484.02
524,4535535.413620001,1769347938515.4595
525,4535567.3024039995,1769347938547.3474
526,4535604.169633,1769347938584.2148
527,4535667.422884,1769347938647.4675
528,4535704.09264,1769347938684.1372
529,4535735.417793,1769347938715.4639
530,4535767.372981001,1769347938747.4182
531,4535803.47907,1769347938783.5242
532,4535867.412691,1769347938847.4587
533,4535903.578728,1769347938883.6252
534,4535935.409033,1769347938915.4536
535,4535967.455666,1769347938947.5005
536,4536035.516084,1769347939015.5608
537,4536067.43119,1769347939047.4758
538,4536103.635944,1769347939083.6812
539,4536135.433046,1769347939115.4778
540,4536167.412681,1769347939147.4573
541,4536235.313723,1769347939215.3582
542,4536267.396249,1769347939247.4417
543,4536303.4702739995,1769347939283.516
544,4536335.380702,1769347939315.426
545,4536403.515084,1769347939383.5603
546,4536435.435022,1769347939415.4817
547,4536467.347705,1769347939447.392
548,4536503.471048,1769347939483.516
549,4536567.411891,1769347939547.4565
550,4536603.604721,1769347939583.6504
551,4536635.494003,1769347939615.5398
552,4536667.510029,1769347939647.5552
553,4536703.573640999,1769347939683.6187
554,4536767.480493,1769347939747.5254
555,4536803.552338,1769347939783.5994
556,4536835.399003,1769347939815.4436
557,4536867.550258,1769347939847.5955
558,4536935.458117999,1769347939915.5042
559,4536967.21859,1769347939947.2612
560,4537003.702283001,1769347939983.748
561,4537035.505183999,1769347940015.5503
562,4537067.471303999,1769347940047.5166
563,4537135.436275,1769347940115.482
564,4537167.424769,1769347940147.469
565,4537203.674342,1769347940183.7195
566,4537235.256678999,1769347940215.3003
567,4537267.423123,1769347940247.4675
568,4537335.252563,1769347940315.2974
569,4537367.442224,1769347940347.4875
570,4537403.677514,1769347940383.724
571,4537435.4599210005,1769347940415.5056
572,4537467.391893,1769347940447.4377
573,4537535.447052,1769347940515.4915
574,4537567.472583001,1769347940547.5166
575,4537603.545396999,1769347940583.5913
576,4537635.452288999,1769347940615.4978
577,4537703.592786,1769347940683.638
578,4537735.475605,1769347940715.5212
579,4537767.488445,1769347940747.5342
580,4537803.591932,1769347940783.6406
581,4537867.419977,1769347940847.4658
582,4537903.539728001,1769347940883.586
583,4537935.452726,1769347940915.4985
584,4537967.422788,1769347940947.4685
585,4538035.508746,1769347941015.5535
586,4538067.4299800005,1769347941047.4749
587,4538103.602312,1769347941083.6482
588,4538135.365563,1769347941115.41
589,4538168.720456,1769347941148.765
590,4538235.514418,1769347941215.5603
591,4538267.421278,1769347941247.4673
592,4538303.515943,1769347941283.5627
593,4538335.394464999,1769347941315.439
594,4538403.559913999,1769347941383.6062
595,4538435.2510750005,1769347941415.2961
596,4538467.517902,1769347941447.5625
597,4538503.438723,1769347941483.4844
598,4538567.391583,1769347941547.4368
599,4538603.4620159995,1769347941583.5076
600,4538635.479398,1769347941615.5247
601,4538667.424307,1769347941647.469
602,4538735.390910001,1769347941715.4355
603,4538767.388214,1769347941747.433
604,4538803.492147,1769347941783.539
605,4538835.423192999,1769347941815.4685
606,4538903.479002,1769347941883.5247
607,4538935.356838999,1769347941915.402
608,4538967.394064,1769347941947.4395
609,4539003.486477,1769347941983.5325
610,4539067.407972001,1769347942047.4524
611,4539103.7030420005,1769347942083.7507
612,4539135.330761,1769347942115.3752
613,4539167.576983,1769347942147.6216
614,4539235.535879,1769347942215.581
615,4539267.508903,1769347942247.5554
616,4539303.590102,1769347942283.6362
617,4539335.472949,1769347942315.5195
618,4539367.499536,1769347942347.5444
619,4539435.508152,1769347942415.5542
620,4539467.557807,1769347942447.6035
621,4539503.557783,1769347942483.6033
622,4539535.390293,1769347942515.4368
623,4539603.560329,1769347942583.6057
624,4539635.418288001,1769347942615.4639
625,4539667.442495,1769347942647.4883
626,4539703.533004,1769347942683.5784
627,4539767.425431,1769347942747.472
628,4539803.605014,1769347942783.6511
629,4539835.470485,1769347942815.516
630,4539867.491663,1769347942847.537
631,4539903.563076,1769347942883.6086
632,4539967.374838,1769347942947.4194
633,4540003.498362,1769347942983.5444
634,4540035.5005749995,1769347943015.5474
635,4540067.454070999,1769347943047.499
636,4540135.341725,1769347943115.388
637,4540167.991217,1769347943148.0356
638,4540203.546449,1769347943183.5913
639,4540235.414310999,1769347943215.4592
640,4540267.962041,1769347943248.0076
641,4540335.451096,1769347943315.4968
642,4540367.547144,1769347943347.5925
643,4540403.604928,1769347943383.6514
644,4540435.372783001,1769347943415.4185
645,4540503.578738,1769347943483.6245
646,4540535.388344,1769347943515.4336
647,4540567.481449001,1769347943547.5278
648,4540603.564221,1769347943583.61
649,4540667.484028,1769347943647.5293
650,4540703.556915999,1769347943683.6025
651,4540735.492310001,1769347943715.539
652,4540767.499877,1769347943747.5464
653,4540835.365495,1769347943815.4119
654,4540867.543135,1769347943847.5898
655,4540903.549076,1769347943883.595
656,4540935.300709001,1769347943915.346
657,4540967.572365,1769347943947.6167
658,4541035.34478,1769347944015.3909
659,4541067.983188,1769347944048.0286
660,4541103.414223,1769347944083.4602
661,4541135.365054,1769347944115.4102
662,4541203.491036,1769347944183.537
663,4541235.38128,1769347944215.427
664,4541267.539772,1769347944247.5852
665,4541303.431844001,1769347944283.4773
666,4541367.569069,1769347944347.6143
667,4541403.7232099995,1769347944383.7695
668,4541435.2087469995,1769347944415.2542
669,4541467.409681001,1769347944447.4546
670,4541535.47839,1769347944515.5251
671,4541567.472428,1769347944547.5193
672,4541603.466939,1769347944583.5127
673,4541635.273856,1769347944615.3184
674,4541703.467174999,1769347944683.5122
675,4541735.278906,1769347944715.3245
676,4541767.392939,1769347944747.4397
677,4541803.35508,1769347944783.4014
678,4541867.435372,1769347944847.4814
679,4541903.434777,1769347944883.4802
680,4541935.359985,1769347944915.406
681,4541967.470161,1769347944947.5166
682,4542035.371981,1769347945015.4172
683,4542067.353169,1769347945047.3965
684,4542103.448453,1769347945083.494
685,4542135.363766001,1769347945115.4092
686,4542167.318764,1769347945147.3643
687,4542235.310256,1769347945215.3547
688,4542267.4302819995,1769347945247.477
689,4542303.5121450005,1769347945283.5574
690,4542335.317315,1769347945315.363
691,4542403.457064,1769347945383.503
692,4542435.389562,1769347945415.435
693,4542467.528364,1769347945447.5732
694,4542503.447609001,1769347945483.4927
695,4542535.480792,1769347945515.5269
696,4542603.523379,1769347945583.5696
697,4542635.324699,1769347945615.3696
698,4542667.438419,1769347945647.4841
699,4542703.456197,1769347945683.501
700,4542767.539553,1769347945747.5867
701,4542803.420584001,1769347945783.4663
702,4542835.363008,1769347945815.4082
703,4542867.440539001,1769347945847.4866
704,4542903.388540001,1769347945883.4338
705,4542967.492872,1769347945947.5388
706,4543003.465245,1769347945983.5112
707,4543035.4322379995,1769347946015.4783
708,4543067.460626,1769347946047.5076
709,4543103.483148,1769347946083.5283
710,4543167.563886,1769347946147.611
711,4543203.568668,1769347946183.6138
712,4543235.4503959995,1769347946215.4963
713,4543267.488794,1769347946247.5332
714,4543335.452805,1769347946315.497
715,4543367.480887,1769347946347.528
716,4543403.547821,1769347946383.5947
717,4543435.333435,1769347946415.3796
718,4543467.491594001,1769347946447.5369
719,4543535.295011999,1769347946515.3386
720,4543567.511661,1769347946547.5576
721,4543603.475143,1769347946583.5208
722,4543635.493485,1769347946615.538
723,4543703.6565620005,1769347946683.702
724,4543735.460336,1769347946715.5046
725,4543767.463249,1769347946747.5085
726,4543803.461471001,1769347946783.5063
727,4543835.502661,1769347946815.547
728,4543903.374386,1769347946883.4187
729,4543935.456756,1769347946915.502
730,4543967.473839001,1769347946947.5193
731,4544003.189265001,1769347946983.2336
732,4544035.397024,1769347947015.442
733,4544103.428458,1769347947083.4739
734,4544135.408001,1769347947115.4521
735,4544167.434799,1769347947147.4802
736,4544203.419996,1769347947183.4653
737,4544267.472084,1769347947247.5183
738,4544303.339612,1769347947283.3843
739,4544335.460626,1769347947315.5059
740,4544367.443434999,1769347947347.4895
741,4544403.437291999,1769347947383.4817
742,4544467.358674,1769347947447.4045
743,4544503.404963001,1769347947483.452
744,4544535.503036,1769347947515.5474
745,4544567.683798,1769347947547.7305
746,4544603.36013,1769347947583.4045
747,4544667.56642,1769347947647.6118
748,4544703.504333,1769347947683.5483
749,4544735.576215,1769347947715.6213
750,4544767.433639,1769347947747.4783
751,4544835.431544,1769347947815.476
752,4544867.705201,1769347947847.753
753,4544903.517794,1769347947883.564
754,4544935.385394,1769347947915.4316
755,4544967.446892,1769347947947.4917
756,4545035.220198001,1769347948015.264
757,4545067.196057,1769347948047.2402
758,4545103.23063,1769347948083.275
759,4545135.411757,1769347948115.457
760,4545167.483375,1769347948147.5286
761,4545235.468584,1769347948215.513
762,4545267.518148,1769347948247.564
763,4545303.811570999,1769347948283.8564
764,4545335.552945,1769347948315.5977
765,4545367.4943200005,1769347948347.5396
766,4545435.477419,1769347948415.5225
767,4545467.518278999,1769347948447.5645
768,4545503.353125,1769347948483.3992
769,4545535.376509001,1769347948515.4214
770,4545603.373903,1769347948583.4194
